n,beta,s,type,mcVal,M
148,0.6666666666666666,1.5,TSS,0.2042498649902669,300
148,0.6666666666666666,1.5,TSS,0.20027342581622812,300
148,0.6666666666666666,1.5,TSS,0.13024663883783075,300
148,0.6666666666666666,1.5,TSS,0.11361017038520956,300
148,0.6666666666666666,1.5,TSS,0.16221089104612318,300
148,0.6666666666666666,1.5,TSS,0.15429387650464352,300
148,0.6666666666666666,1.5,TSS,0.16070340833642516,300
148,0.6666666666666666,1.5,TSS,0.15391094146716236,300
148,0.6666666666666666,1.5,TSS,0.12208182938819494,300
148,0.6666666666666666,1.5,TSS,0.15739333854650228,300
148,0.6666666666666666,1.5,TSS,0.1716054863371036,300
148,0.6666666666666666,1.5,TSS,0.158062893778575,300
148,0.6666666666666666,1.5,TSS,0.1995123070522811,300
148,0.6666666666666666,1.5,TSS,0.17020194157382373,300
148,0.6666666666666666,1.5,TSS,0.13855022156375255,300
148,0.6666666666666666,1.5,TSS,0.10188985181158781,300
148,0.6666666666666666,1.5,TSS,0.1670828175031624,300
148,0.6666666666666666,1.5,TSS,0.14245662608815368,300
148,0.6666666666666666,1.5,TSS,0.15771354081274583,300
148,0.6666666666666666,1.5,TSS,0.184892015074841,300
148,0.6666666666666666,1.5,TSS,0.19572892357858454,300
148,0.6666666666666666,1.5,TSS,0.1780137794358208,300
148,0.6666666666666666,1.5,TSS,0.12240784732213206,300
148,0.6666666666666666,1.5,TSS,0.147376320268356,300
148,0.6666666666666666,1.5,TSS,0.15472998171350252,300
148,0.6666666666666666,1.5,TSS,0.1260031244778708,300
148,0.6666666666666666,1.5,TSS,0.15852319871997708,300
148,0.6666666666666666,1.5,TSS,0.20255399787543182,300
148,0.6666666666666666,1.5,TSS,0.1411600166369052,300
148,0.6666666666666666,1.5,TSS,0.14572655268981088,300
148,0.6666666666666666,1.5,TSS,0.17171444620964996,300
148,0.6666666666666666,1.5,TSS,0.22939611679738572,300
148,0.6666666666666666,1.5,TSS,0.14131690383396062,300
148,0.6666666666666666,1.5,TSS,0.15415012375990392,300
148,0.6666666666666666,1.5,TSS,0.2218328984901496,300
148,0.6666666666666666,1.5,TSS,0.1344459546943758,300
148,0.6666666666666666,1.5,TSS,0.17133099996355028,300
148,0.6666666666666666,1.5,TSS,0.2204452597100467,300
148,0.6666666666666666,1.5,TSS,0.1661652343465873,300
148,0.6666666666666666,1.5,TSS,0.1566362849542987,300
148,0.6666666666666666,1.5,TSS,0.17811464361389273,300
148,0.6666666666666666,1.5,TSS,0.17306599948549956,300
148,0.6666666666666666,1.5,TSS,0.12900859960153752,300
148,0.6666666666666666,1.5,TSS,0.15286528721278844,300
148,0.6666666666666666,1.5,TSS,0.16327722030690464,300
148,0.6666666666666666,1.5,TSS,0.1543940609815326,300
148,0.6666666666666666,1.5,TSS,0.1919488147117759,300
148,0.6666666666666666,1.5,TSS,0.22231402851900917,300
148,0.6666666666666666,1.5,TSS,0.14288384650717328,300
148,0.6666666666666666,1.5,TSS,0.16322592921851126,300
148,0.6666666666666666,1.5,TSS,0.11941846816080422,300
148,0.6666666666666666,1.5,TSS,0.1506392609358921,300
148,0.6666666666666666,1.5,TSS,0.09032424373743558,300
148,0.6666666666666666,1.5,TSS,0.20602878210361236,300
148,0.6666666666666666,1.5,TSS,0.13687695135438663,300
148,0.6666666666666666,1.5,TSS,0.18619797944354272,300
148,0.6666666666666666,1.5,TSS,0.15535990631423205,300
148,0.6666666666666666,1.5,TSS,0.1660779353871687,300
148,0.6666666666666666,1.5,TSS,0.1522203970308741,300
148,0.6666666666666666,1.5,TSS,0.0929576017015345,300
148,0.6666666666666666,1.5,TSS,0.20264399007963005,300
148,0.6666666666666666,1.5,TSS,0.12678249221969715,300
148,0.6666666666666666,1.5,TSS,0.1571138199303826,300
148,0.6666666666666666,1.5,TSS,0.17527193293334364,300
148,0.6666666666666666,1.5,TSS,0.12386328619996952,300
148,0.6666666666666666,1.5,TSS,0.16609828315238517,300
148,0.6666666666666666,1.5,TSS,0.11999078834080336,300
148,0.6666666666666666,1.5,TSS,0.22862983121196992,300
148,0.6666666666666666,1.5,TSS,0.13625527520410122,300
148,0.6666666666666666,1.5,TSS,0.14664949253813359,300
148,0.6666666666666666,1.5,TSS,0.17078830055731115,300
148,0.6666666666666666,1.5,TSS,0.14367790686775664,300
148,0.6666666666666666,1.5,TSS,0.10376174452157591,300
148,0.6666666666666666,1.5,TSS,0.26564181676558546,300
148,0.6666666666666666,1.5,TSS,0.2104795931521385,300
148,0.6666666666666666,1.5,TSS,0.10176160070965408,300
148,0.6666666666666666,1.5,TSS,0.19317695884384214,300
148,0.6666666666666666,1.5,TSS,0.20026595413123216,300
148,0.6666666666666666,1.5,TSS,0.17198618065065538,300
148,0.6666666666666666,1.5,TSS,0.15279331356067863,300
148,0.6666666666666666,1.5,TSS,0.2031782179249271,300
148,0.6666666666666666,1.5,TSS,0.1793315180537543,300
148,0.6666666666666666,1.5,TSS,0.20121340675366178,300
148,0.6666666666666666,1.5,TSS,0.1358654662254626,300
148,0.6666666666666666,1.5,TSS,0.10878393999098812,300
148,0.6666666666666666,1.5,TSS,0.18037935121871412,300
148,0.6666666666666666,1.5,TSS,0.17574156994794704,300
148,0.6666666666666666,1.5,TSS,0.12735382494979264,300
148,0.6666666666666666,1.5,TSS,0.15542345915885003,300
148,0.6666666666666666,1.5,TSS,0.17237343144584372,300
148,0.6666666666666666,1.5,TSS,0.18983362994952654,300
148,0.6666666666666666,1.5,TSS,0.14958837236383343,300
148,0.6666666666666666,1.5,TSS,0.16181001409225942,300
148,0.6666666666666666,1.5,TSS,0.20512964778332723,300
